No.     Time           Source                Destination           Protocol Length Info
  20926 22.006246000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  20927 22.006324000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72245 Win=64455 Len=0
  20928 22.006345000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20929 22.006656000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20930 22.006683000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72247 Win=64453 Len=0
  20931 22.006693000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20932 22.007027000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20933 22.007055000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72254 Win=64446 Len=0
  20934 22.007068000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20935 22.012797000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  20936 22.012888000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72277 Win=64423 Len=0
  20937 22.013255000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20938 22.013283000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20939 22.013303000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72279 Win=64421 Len=0
  20940 22.013646000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20941 22.013667000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20942 22.013685000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72286 Win=64414 Len=0
  20943 22.014029000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20944 22.019853000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  20945 22.019925000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72309 Win=64391 Len=0
  20946 22.019946000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20947 22.020260000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20948 22.020284000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72311 Win=64389 Len=0
  20949 22.020294000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20950 22.020628000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20951 22.020654000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72318 Win=64382 Len=0
  20952 22.020664000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20953 22.026291000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  20954 22.026326000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72341 Win=64359 Len=0
  20955 22.026676000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20956 22.027058000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20957 22.027081000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72343 Win=64357 Len=0
  20958 22.027091000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20959 22.027424000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20960 22.027444000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72350 Win=64350 Len=0
  20961 22.027453000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20962 22.033478000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  20963 22.033550000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72375 Win=64325 Len=0
  20964 22.033996000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20965 22.034017000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20966 22.034033000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72377 Win=64323 Len=0
  20967 22.034376000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20968 22.034394000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20969 22.034411000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72384 Win=64316 Len=0
  20970 22.034754000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20971 22.040980000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  20972 22.041043000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72409 Win=64291 Len=0
  20973 22.041063000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20974 22.041375000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20975 22.041400000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72411 Win=64289 Len=0
  20976 22.041410000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20977 22.041745000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20978 22.041773000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72418 Win=64282 Len=0
  20979 22.041784000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20980 22.047478000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  20981 22.047558000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72441 Win=65520 Len=0
  20982 22.047924000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20983 22.047950000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20984 22.047968000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72443 Win=65518 Len=0
  20985 22.048312000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20986 22.048331000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20987 22.048349000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72450 Win=65511 Len=0
  20988 22.048691000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20989 22.054572000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  20990 22.054638000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72473 Win=65488 Len=0
  20991 22.054658000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20992 22.054975000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20993 22.054999000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72475 Win=65486 Len=0
  20994 22.055010000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20995 22.055341000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  20996 22.055367000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72482 Win=65479 Len=0
  20997 22.055377000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  20998 22.060983000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  20999 22.061028000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72505 Win=65456 Len=0
  21000 22.061381000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21001 22.061736000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21002 22.061771000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72507 Win=65454 Len=0
  21003 22.061788000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21004 22.062119000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21005 22.062148000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72514 Win=65447 Len=0
  21006 22.062160000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21007 22.067772000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  21008 22.067850000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72537 Win=65424 Len=0
  21009 22.068218000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21010 22.068245000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21011 22.068266000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72539 Win=65422 Len=0
  21012 22.068610000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21013 22.068636000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21014 22.068658000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72546 Win=65415 Len=0
  21015 22.069000000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21016 22.075200000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21017 22.075254000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72571 Win=65390 Len=0
  21018 22.075273000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21019 22.075588000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21020 22.075612000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72573 Win=65388 Len=0
  21021 22.075622000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21022 22.075953000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21023 22.075978000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72580 Win=65381 Len=0
  21024 22.075987000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21025 22.084414000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21026 22.084486000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72605 Win=65356 Len=0
  21027 22.084854000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21028 22.084877000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21029 22.084896000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72607 Win=65354 Len=0
  21030 22.085241000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21031 22.085264000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21032 22.085283000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72614 Win=65347 Len=0
  21033 22.085623000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21034 22.091966000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21035 22.092016000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72639 Win=65322 Len=0
  21036 22.092032000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21037 22.092350000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21038 22.092375000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72641 Win=65320 Len=0
  21039 22.092385000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21040 22.092717000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21041 22.092739000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72648 Win=65313 Len=0
  21042 22.092749000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21043 22.098859000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21044 22.098935000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72673 Win=65288 Len=0
  21045 22.099301000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21046 22.099328000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21047 22.099349000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72675 Win=65286 Len=0
  21048 22.099693000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21049 22.099720000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21050 22.099739000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72682 Win=65279 Len=0
  21051 22.100082000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21052 22.106364000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21053 22.106424000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72707 Win=65254 Len=0
  21054 22.106443000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21055 22.106760000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21056 22.106785000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72709 Win=65252 Len=0
  21057 22.106795000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21058 22.107127000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21059 22.107151000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72716 Win=65245 Len=0
  21060 22.107161000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21061 22.113252000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21062 22.113319000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72741 Win=65220 Len=0
  21063 22.113686000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21064 22.113710000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21065 22.113728000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72743 Win=65218 Len=0
  21066 22.114068000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21067 22.114094000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21068 22.114113000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72750 Win=65211 Len=0
  21069 22.114492000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21070 22.120812000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21071 22.120887000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72775 Win=65186 Len=0
  21072 22.120909000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21073 22.121224000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21074 22.121249000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72777 Win=65184 Len=0
  21075 22.121260000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21076 22.121631000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21077 22.121665000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72784 Win=65177 Len=0
  21078 22.121676000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21079 22.127693000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21080 22.127743000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72809 Win=65152 Len=0
  21081 22.128102000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21082 22.128124000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21083 22.128143000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72811 Win=65150 Len=0
  21084 22.128483000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21085 22.128832000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21086 22.128858000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72818 Win=65143 Len=0
  21087 22.128868000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21088 22.134894000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21089 22.134965000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72843 Win=65118 Len=0
  21090 22.135330000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21091 22.135351000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21092 22.135370000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72845 Win=65116 Len=0
  21093 22.135712000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21094 22.135733000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21095 22.135750000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72852 Win=65109 Len=0
  21096 22.136091000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21098 22.142447000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21099 22.142510000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72877 Win=65084 Len=0
  21100 22.142530000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21101 22.142846000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21102 22.142873000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72879 Win=65082 Len=0
  21103 22.142884000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21104 22.143215000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21105 22.143237000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72886 Win=65075 Len=0
  21106 22.143246000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21107 22.149338000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21108 22.149411000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72911 Win=65050 Len=0
  21109 22.149776000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21110 22.149802000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21111 22.149825000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72913 Win=65048 Len=0
  21112 22.150165000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21113 22.150189000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21114 22.150208000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72920 Win=65041 Len=0
  21115 22.150549000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21116 22.156900000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21117 22.156967000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72945 Win=65016 Len=0
  21118 22.156988000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21119 22.157305000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21120 22.157328000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72947 Win=65014 Len=0
  21121 22.157338000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21122 22.157671000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21123 22.157696000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72954 Win=65007 Len=0
  21124 22.157706000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21125 22.163400000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  21126 22.163470000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72977 Win=64984 Len=0
  21127 22.163836000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21128 22.163863000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21129 22.163883000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72979 Win=64982 Len=0
  21130 22.164226000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21131 22.164245000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21132 22.164263000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=72986 Win=64975 Len=0
  21133 22.164602000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21134 22.170494000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  21135 22.170565000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73009 Win=64952 Len=0
  21136 22.170587000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21137 22.170902000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21138 22.170927000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73011 Win=64950 Len=0
  21139 22.170938000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21140 22.171270000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21141 22.171294000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73018 Win=64943 Len=0
  21142 22.171304000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21143 22.177292000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21144 22.177326000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73043 Win=64918 Len=0
  21145 22.177677000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21146 22.178041000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21147 22.178064000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73045 Win=64916 Len=0
  21148 22.178074000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21149 22.178405000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21150 22.178426000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73052 Win=64909 Len=0
  21151 22.178436000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21152 22.184553000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21153 22.184622000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73077 Win=64884 Len=0
  21154 22.184985000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21155 22.185010000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21156 22.185031000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73079 Win=64882 Len=0
  21157 22.185374000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21158 22.185402000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21159 22.185422000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73086 Win=64875 Len=0
  21160 22.185766000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21161 22.191722000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  21162 22.191766000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73109 Win=64852 Len=0
  21163 22.191783000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21164 22.192103000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21165 22.192130000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73111 Win=64850 Len=0
  21166 22.192140000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21167 22.192470000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21168 22.192495000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73118 Win=64843 Len=0
  21169 22.192505000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21170 22.198182000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  21171 22.198257000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73141 Win=64820 Len=0
  21172 22.198623000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21173 22.198647000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21174 22.198667000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73143 Win=64818 Len=0
  21175 22.199010000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21176 22.199033000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21177 22.199051000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73150 Win=64811 Len=0
  21178 22.199391000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21179 22.205191000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  21180 22.205262000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73173 Win=64788 Len=0
  21181 22.205284000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
